Index,Nameplate kg/d,Technology,Year,Nameplate Capacity [kg/yr],Maximum Utilization [kg/kg],Production?,Lifetime [yr],Scaling Exponent,Capital Cost [$],Capital Cost [$/km],Capital Cost [$/km2],Capital recovery factor,Fixed Operating Cost [fraction of OvernightCapCost/y],Fixed Operating Cost [fraction of OvernightCapCost/km-y],Variable Operating Cost [$/kg],Variable Operating Cost [$/km/kg],Storage [kg],Storage [kg/km],Storage [kg/km2],Storage [kg/km3],Final year of technology availability,Reference,Storage Technology,,%CO2 Sequestration,Aannualized replacement costs % of CapEx,Technology description,Default Size (kg/d)
271,200000,Ferrite Solar Thermo-Chemical Hydrogen Production,2040,73000000,0.9,Central,40,1,1349641117,0,,0.063712463,0.03931995,0,0.109799999,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.033681305,"Based on the ferrite cycle system from ""Support for Cost Analyses on Solar-Driven High Temperature Thermochemical Water-Splitting Cycles,"" TIAX LLC, Final Report to DOE, 22 February 2011.
The ferrite cycle directly uses concentrated solar power to provide thermal energy to a single integrated thermal receiver / chemical reactor to produce hydrogen. Due to the high reaction temperatures (well over 1,000 C), thermal storage is not practical for this system, so it operates only “on-sun”. With the exception of a small amount of electricity to power auxiliaries, the ferrite cycle is entirely thermally driven.
The  cycle investigated for detailed economic analysis is based on the thermal reduction of nickel ferrite (NiFe2O4). This cycle is a two-step process, summarized in Table 2-2. The first step entails the  reduction of nickel ferrite to a metal oxide (Fe2+ + Fe3+ + Ni2+) at temperatures on the order of 1,450 C, during which oxygen is evolved; this is followed by the oxidation of metal oxide back to nickel ferrite at lower temperature (on the order of 1,000 C), during which hydrogen is evolved. The operating temperatures of the two steps were selected to maximize the equilibrium hydrogen conversion rate while maintaining the ferrite in its solid phase.",100000
272,27,GH2 1000bar Pipeline Compressor,2015,10000,1,No,15,0.161507177,169679.1694,0,0,0.10075006,0.070681645,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
273,30,GH2 1000bar Pipeline Compressor,2015,11000,1,No,15,0.171153737,172311.2946,0,0,0.10075006,0.071132587,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
274,33,GH2 1000bar Pipeline Compressor,2015,12100,1,No,15,0.181213855,175145.2075,0,0,0.10075006,0.071588233,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
275,36,GH2 1000bar Pipeline Compressor,2015,13310,1,No,15,0.191686663,178196.5068,0,0,0.10075006,0.072047806,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
276,40,GH2 1000bar Pipeline Compressor,2015,14641,1,No,15,0.202568931,181482.0231,0,0,0.10075006,0.072510457,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
277,44,GH2 1000bar Pipeline Compressor,2015,16105,1,No,15,0.213854902,185019.9179,0,0,0.10075006,0.07297527,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
278,49,GH2 1000bar Pipeline Compressor,2015,17716,1,No,15,0.225536155,188829.791,0,0,0.10075006,0.073441266,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
279,53,GH2 1000bar Pipeline Compressor,2015,19487,1,No,15,0.23760148,192932.7966,0,0,0.10075006,0.073907408,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
280,59,GH2 1000bar Pipeline Compressor,2015,21436,1,No,15,0.250036804,197351.7686,0,0,0.10075006,0.074372603,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
281,65,GH2 1000bar Pipeline Compressor,2015,23579,1,No,15,0.262825141,202111.3568,0,0,0.10075006,0.074835717,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
282,71,GH2 1000bar Pipeline Compressor,2015,25937,1,No,15,0.275946593,207238.1734,0,0,0.10075006,0.075295579,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
283,78,GH2 1000bar Pipeline Compressor,2015,28531,1,No,15,0.289378393,212760.9527,0,0,0.10075006,0.075750989,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
284,86,GH2 1000bar Pipeline Compressor,2015,31384,1,No,15,0.303094997,218710.7224,0,0,0.10075006,0.076200735,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
285,95,GH2 1000bar Pipeline Compressor,2015,34523,1,No,15,0.317068227,225120.9904,0,0,0.10075006,0.076643602,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
286,104,GH2 1000bar Pipeline Compressor,2015,37975,1,No,15,0.331267464,232027.9463,0,0,0.10075006,0.077078382,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
287,114,GH2 1000bar Pipeline Compressor,2015,41772,1,No,15,0.345659891,239470.6791,0,0,0.10075006,0.077503893,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
288,126,GH2 1000bar Pipeline Compressor,2015,45950,1,No,15,0.360210775,247491.414,0,0,0.10075006,0.077918986,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
289,138,GH2 1000bar Pipeline Compressor,2015,50545,1,No,15,0.374883798,256135.7671,0,0,0.10075006,0.078322565,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
290,152,GH2 1000bar Pipeline Compressor,2015,55599,1,No,15,0.389641419,265453.0227,0,0,0.10075006,0.078713594,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
291,168,GH2 1000bar Pipeline Compressor,2015,61159,1,No,15,0.40444526,275496.4327,0,0,0.10075006,0.079091112,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
292,184,GH2 1000bar Pipeline Compressor,2015,67275,1,No,15,0.419256516,286323.5401,0,0,0.10075006,0.079454243,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
293,203,GH2 1000bar Pipeline Compressor,2015,74002,1,No,15,0.434036371,297996.5306,0,0,0.10075006,0.079802206,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
294,223,GH2 1000bar Pipeline Compressor,2015,81403,1,No,15,0.448746415,310582.6125,0,0,0.10075006,0.080134323,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
295,245,GH2 1000bar Pipeline Compressor,2015,89543,1,No,15,0.463349049,324154.4275,0,0,0.10075006,0.080450027,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
296,270,GH2 1000bar Pipeline Compressor,2015,98497,1,No,15,0.477807876,338790.4964,0,0,0.10075006,0.080748863,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
297,297,GH2 1000bar Pipeline Compressor,2015,108347,1,No,15,0.492088062,354575.7009,0,0,0.10075006,0.081030496,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
298,327,GH2 1000bar Pipeline Compressor,2015,119182,1,No,15,0.506156658,371601.8063,0,0,0.10075006,0.081294705,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
299,359,GH2 1000bar Pipeline Compressor,2015,131100,1,No,15,0.519982893,389968.0255,0,0,0.10075006,0.081541387,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
300,395,GH2 1000bar Pipeline Compressor,2015,144210,1,No,15,0.533538406,409781.632,0,0,0.10075006,0.081770554,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
301,435,GH2 1000bar Pipeline Compressor,2015,158631,1,No,15,0.546797442,431158.6217,0,0,0.10075006,0.081982324,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
302,478,GH2 1000bar Pipeline Compressor,2015,174494,1,No,15,0.559736995,454224.4308,0,0,0.10075006,0.082176919,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
303,526,GH2 1000bar Pipeline Compressor,2015,191943,1,No,15,0.572336895,479114.7118,0,0,0.10075006,0.082354657,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
304,578,GH2 1000bar Pipeline Compressor,2015,211138,1,No,15,0.584579852,505976.1749,0,0,0.10075006,0.082515941,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
305,636,GH2 1000bar Pipeline Compressor,2015,232252,1,No,15,0.596451457,534967.498,0,0,0.10075006,0.082661252,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
306,700,GH2 1000bar Pipeline Compressor,2015,255477,1,No,15,0.607940131,566260.3129,0,0,0.10075006,0.08279114,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
307,770,GH2 1000bar Pipeline Compressor,2015,281024,1,No,15,0.619037047,600040.2717,0,0,0.10075006,0.082906213,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
308,847,GH2 1000bar Pipeline Compressor,2015,309127,1,No,15,0.629736008,636508.2024,0,0,0.10075006,0.083007126,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
309,932,GH2 1000bar Pipeline Compressor,2015,340039,1,No,15,0.640033311,675881.3595,0,0,0.10075006,0.083094573,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
310,1025,GH2 1000bar Pipeline Compressor,2015,374043,1,No,15,0.649927577,718394.7771,0,0,0.10075006,0.083169275,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
311,1127,GH2 1000bar Pipeline Compressor,2015,411448,1,No,15,0.659419571,764302.7354,0,0,0.10075006,0.083231975,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
312,1240,GH2 1000bar Pipeline Compressor,2015,452593,1,No,15,0.668512008,813880.3451,0,0,0.10075006,0.083283424,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
313,1364,GH2 1000bar Pipeline Compressor,2015,497852,1,No,15,0.677209359,867425.2654,0,0,0.10075006,0.08332438,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
314,1500,GH2 1000bar Pipeline Compressor,2015,547637,1,No,15,0.685517641,925259.5609,0,0,0.10075006,0.083355594,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
315,1650,GH2 1000bar Pipeline Compressor,2015,602401,1,No,15,0.693444224,987731.7117,0,0,0.10075006,0.083377809,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
316,1815,GH2 1000bar Pipeline Compressor,2015,662641,1,No,15,0.700997635,1055218.789,0,0,0.10075006,0.083391751,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
317,1997,GH2 1000bar Pipeline Compressor,2015,728905,1,No,15,0.708187368,1128128.81,0,0,0.10075006,0.083398128,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
318,2197,GH2 1000bar Pipeline Compressor,2015,801795,1,No,15,0.715023708,1206903.278,0,0,0.10075006,0.083397623,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
319,2416,GH2 1000bar Pipeline Compressor,2015,881975,1,No,15,0.721517564,1292019.945,0,0,0.10075006,0.083390892,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
320,2658,GH2 1000bar Pipeline Compressor,2015,970172,1,No,15,0.729055904,1383995.785,0,0,0.10075006,0.083378562,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
321,3057,GH2 1000bar Pipeline Compressor,2015,1115698,1,No,15,0.736143084,1532452.022,0,0,0.10075006,0.083351592,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
322,3362,GH2 1000bar Pipeline Compressor,2015,1227268,1,No,15,0.741539649,1643833.494,0,0,0.10075006,0.083327928,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
323,3699,GH2 1000bar Pipeline Compressor,2015,1349995,1,No,15,0.746646322,1764217.568,0,0,0.10075006,0.083300588,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
324,4068,GH2 1000bar Pipeline Compressor,2015,1484994,1,No,15,0.751475048,1894339.603,0,0,0.10075006,0.083270053,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
325,4475,GH2 1000bar Pipeline Compressor,2015,1633494,1,No,15,0.756037633,2034995.291,0,0,0.10075006,0.083236768,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
326,4923,GH2 1000bar Pipeline Compressor,2015,1796843,1,No,15,0.760345671,2187045.591,0,0,0.10075006,0.08320115,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
327,5415,GH2 1000bar Pipeline Compressor,2015,1976527,1,No,15,0.764410488,2351422.045,0,0,0.10075006,0.083163579,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
328,5957,GH2 1000bar Pipeline Compressor,2015,2174180,1,No,15,0.768243086,2529132.532,0,0,0.10075006,0.083124408,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
329,6552,GH2 1000bar Pipeline Compressor,2015,2391598,1,No,15,0.771854107,2721267.482,0,0,0.10075006,0.083083958,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
330,7208,GH2 1000bar Pipeline Compressor,2015,2630758,1,No,15,0.7752538,2929006.572,0,0,0.10075006,0.083042523,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
331,7928,GH2 1000bar Pipeline Compressor,2015,2893834,1,No,15,0.778451995,3153625.965,0,0,0.10075006,0.083000369,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
332,8721,GH2 1000bar Pipeline Compressor,2015,3183217,1,No,15,0.781458087,3396506.116,0,0,0.10075006,0.082957736,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
333,9593,GH2 1000bar Pipeline Compressor,2015,3501539,1,No,15,0.78428102,3659140.198,0,0,0.10075006,0.082914843,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
334,10553,GH2 1000bar Pipeline Compressor,2015,3851693,1,No,15,0.786929286,3943143.178,0,0,0.10075006,0.082871882,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
335,11608,GH2 1000bar Pipeline Compressor,2015,4236862,1,No,15,0.789410917,4250261.616,0,0,0.10075006,0.082829026,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
336,12769,GH2 1000bar Pipeline Compressor,2015,4660548,1,No,15,0.791733491,4582384.219,0,0,0.10075006,0.082786431,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
337,14045,GH2 1000bar Pipeline Compressor,2015,5126603,1,No,15,0.793904133,4941553.205,0,0,0.10075006,0.082744229,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
338,15450,GH2 1000bar Pipeline Compressor,2015,5639263,1,No,15,0.795929526,5329976.566,0,0,0.10075006,0.082702541,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
339,16995,GH2 1000bar Pipeline Compressor,2015,6203190,1,No,15,0.797815916,5750041.244,0,0,0.10075006,0.082661468,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
340,18695,GH2 1000bar Pipeline Compressor,2015,6823509,1,No,15,0.79956913,6204327.337,0,0,0.10075006,0.082621101,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
341,20564,GH2 1000bar Pipeline Compressor,2015,7505860,1,No,15,0.801194583,6695623.364,0,0,0.10075006,0.082581513,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
342,22620,GH2 1000bar Pipeline Compressor,2015,8256445,1,No,15,0.802697298,7226942.698,0,0,0.10075006,0.08254277,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
343,24882,GH2 1000bar Pipeline Compressor,2015,9082090,1,No,15,0.804081914,7801541.225,0,0,0.10075006,0.082504923,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
344,27371,GH2 1000bar Pipeline Compressor,2015,9990299,1,No,15,0.805352712,8422936.32,0,0,0.10075006,0.082468016,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
345,30108,GH2 1000bar Pipeline Compressor,2015,10989329,1,No,15,0.80651362,9094927.227,0,0,0.10075006,0.082432084,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
346,33119,GH2 1000bar Pipeline Compressor,2015,12088262,1,No,15,0.807568239,9821616.959,0,0,0.10075006,0.082397153,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
347,36430,GH2 1000bar Pipeline Compressor,2015,13297088,1,No,15,0.808519854,10607435.77,0,0,0.10075006,0.082363242,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
348,40073,GH2 1000bar Pipeline Compressor,2015,14626797,1,No,15,0.809371456,11457166.34,0,0,0.10075006,0.082330363,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
349,44081,GH2 1000bar Pipeline Compressor,2015,16089476,1,No,15,0.810125753,12375970.81,0,0,0.10075006,0.082298524,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
350,48489,GH2 1000bar Pipeline Compressor,2015,17698424,1,No,15,0.81078519,13369419.68,0,0,0.10075006,0.082267726,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
351,53338,GH2 1000bar Pipeline Compressor,2015,19468267,1,No,15,0.811351967,14443522.84,0,0,0.10075006,0.082237967,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
352,58671,GH2 1000bar Pipeline Compressor,2015,21415093,1,No,15,0.811828052,15604762.71,0,0,0.10075006,0.08220924,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
353,64539,GH2 1000bar Pipeline Compressor,2015,23556602,1,No,15,0.812215199,16860129.74,0,0,0.10075006,0.082181537,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
354,70993,GH2 1000bar Pipeline Compressor,2015,25912263,1,No,15,0.812514964,18217160.31,0,0,0.10075006,0.082154842,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
355,78092,GH2 1000bar Pipeline Compressor,2015,28503489,1,No,15,0.812728718,19683977.33,0,0,0.10075006,0.082129142,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
356,85901,GH2 1000bar Pipeline Compressor,2015,31353838,1,No,15,0.812857668,21269333.46,0,0,0.10075006,0.082104418,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
357,94491,GH2 1000bar Pipeline Compressor,2015,34489222,1,No,15,0.812902864,22982657.32,0,0,0.10075006,0.082080651,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
358,103940,GH2 1000bar Pipeline Compressor,2015,37938144,1,No,15,0.81286522,24834102.77,0,0,0.10075006,0.08205782,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
359,114334,GH2 1000bar Pipeline Compressor,2015,41731958,1,No,15,0.812745525,26834601.37,0,0,0.10075006,0.082035902,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
360,125768,GH2 1000bar Pipeline Compressor,2015,45905154,1,No,15,0.81254446,28995918.33,0,0,0.10075006,0.082014874,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
361,138344,GH2 1000bar Pipeline Compressor,2015,50495669,1,No,15,0.812262607,31330712.02,0,0,0.10075006,0.081994712,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
362,152179,GH2 1000bar Pipeline Compressor,2015,55545236,1,No,15,0.811900469,33852597.31,0,0,0.10075006,0.08197539,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
363,167397,GH2 1000bar Pipeline Compressor,2015,61099760,1,No,15,0.811458477,36576212.82,0,0,0.10075006,0.081956884,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
364,184136,GH2 1000bar Pipeline Compressor,2015,67209736,1,No,15,0.810937008,39517292.45,0,0,0.10075006,0.081939168,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
365,202550,GH2 1000bar Pipeline Compressor,2015,73930710,1,No,15,0.810336394,42692741.25,0,0,0.10075006,0.081922216,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
366,222805,GH2 1000bar Pipeline Compressor,2015,81323781,1,No,15,0.809656938,46120715.96,0,0,0.10075006,0.081906003,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
367,245085,GH2 1000bar Pipeline Compressor,2015,89456159,1,No,15,0.808898923,49820710.32,0,0,0.10075006,0.081890503,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
368,269594,GH2 1000bar Pipeline Compressor,2015,98401775,1,No,15,0.807852646,53813645.52,0,0,0.10075006,0.08187569,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
369,310033,GH2 1000bar Pipeline Compressor,2015,113162041,1,No,15,0.806458784,60245876.13,0,0,0.10075006,0.08185516,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
370,356538,GH2 1000bar Pipeline Compressor,2015,130136347,1,No,15,0.804641385,67433799.61,0,0,0.10075006,0.081835977,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
371,427846,GH2 1000bar Pipeline Compressor,2015,156163616,1,No,15,0.80232473,78089049.86,0,0,0.10075006,0.081812851,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
372,513415,GH2 1000bar Pipeline Compressor,2015,187396339,1,No,15,0.799730258,90389755.24,0,0,0.10075006,0.081791726,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
373,616098,GH2 1000bar Pipeline Compressor,2015,224875607,1,No,15,0.796862254,104578606.1,0,0,0.10075006,0.081772447,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
374,739317,GH2 1000bar Pipeline Compressor,2015,269850729,1,No,15,0.793726213,120931487.5,0,0,0.10075006,0.081754868,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
375,887180,GH2 1000bar Pipeline Compressor,2015,323820875,1,No,15,0.790329042,139761523.3,0,0,0.10075006,0.081738851,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
376,1064617,GH2 1000bar Pipeline Compressor,2015,388585049,1,No,15,0.786679238,161423538.8,0,0,0.10075006,0.081724265,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
377,1277540,GH2 1000bar Pipeline Compressor,2015,466302059,1,No,15,0.782787031,186318983.5,0,0,0.10075006,0.08171099,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
378,1533048,GH2 1000bar Pipeline Compressor,2015,559562471,1,No,15,0.778664482,214901357.4,0,0,0.10075006,0.081698913,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
379,1839657,GH2 1000bar Pipeline Compressor,2015,671474965,1,No,15,1,247682192,0,0,0.10075006,0.08168793,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,,
380,150,GH2 1000bar Pipeline Station (700bar),2015,54750,0.8,No,20,0.40739786,619479.4741,0,0,0.084859127,0.102007996,0,0,0,0,,,,,HRSAM Volume: Low,,,0,0.043,,
381,500,GH2 1000bar Pipeline Station (700bar),2015,182500,0.8,No,20,0.474665947,1011688.009,0,0,0.084859127,0.09875394,0,0,0,0,,,,,HRSAM Volume: Low,,,0,0.043,,
382,1000,GH2 1000bar Pipeline Station (700bar),2015,365000,0.8,No,20,1.070039325,1405838.04,0,0,0.084859127,0.098057248,0,0,0,0,,,,,HRSAM Volume: Low,,,0,0.043,,
383,1500,GH2 1000bar Pipeline Station (700bar),2015,547500,0.8,No,20,0.987876686,2169501.039,0,0,0.084859127,0.097370465,0,0,0,0,,,,,HRSAM Volume: Low,,,0,0.043,,
384,2000,GH2 1000bar Pipeline Station (700bar),2015,730000,0.8,No,20,0.772803964,2882596.982,0,0,0.084859127,0.096276996,0,0,0,0,,,,,HRSAM Volume: Low,,,0,0.043,,
385,3000,GH2 1000bar Pipeline Station (700bar),2015,1095000,0.8,No,20,1,3943373.837,0,0,0.084859127,0.098670918,0,0,0,0,,,,,HRSAM Volume: Low,,,0,0.043,,
386,4000,GH2 1000bar Pipeline Station (700bar),2015,1460000,1,No,20,0.003520723,1702748.501,0,0,0.084859127,0.089605548,0,0,0,0,,,,,"HDRSAM, production volume Low",,,0,0.043,,
387,5600,GH2 1000bar Pipeline Station (700bar),2015,2044000,1,No,20,0.004695034,1704766.815,0,0,0.084859127,0.090556546,0,0,0,0,,,,,"HDRSAM, production volume Low",,,0,0.043,,
388,7600,GH2 1000bar Pipeline Station (700bar),2015,2774000,1,No,20,0.003857992,1707212.824,0,0,0.084859127,0.09182394,0,0,0,0,,,,,"HDRSAM, production volume Low",,,0,0.043,,
389,10500,GH2 1000bar Pipeline Station (700bar),2015,3832500,1,No,20,0.778738873,1709343.059,0,0,0.084859127,0.093109909,0,0,0,0,,,,,"HDRSAM, production volume Low",,,0,0.043,,
390,14490,GH2 1000bar Pipeline Station (700bar),2015,5288850,1,No,20,0.0035686,2196638.114,0,0,0.084859127,0.094174339,0,0,0,0,,,,,"HDRSAM, production volume Low",,,0,0.043,,
391,22000,GH2 1000bar Pipeline Station (700bar),2015,8030000,1,No,20,1,2199913.961,0,0,0.084859127,0.094774216,0,0,0,0,,,,,"HDRSAM, production volume Low",,,0,0.043,,
392,150,GH2 1000bar Pipeline Station (700bar),2020,54750,0.8,No,20,0.381827413,540878.083,0,0,0.084859127,0.106916351,0,0,0,0,,,,,HRSAM Volume: Low-mid interpolated,,,0,0.043,,
393,500,GH2 1000bar Pipeline Station (700bar),2020,182500,0.8,No,20,0.455804623,856542.3134,0,0,0.084859127,0.103011545,0,0,0,0,,,,,HRSAM Volume: Low-mid interpolated,,,0,0.043,,
394,1000,GH2 1000bar Pipeline Station (700bar),2020,365000,0.8,No,20,1.035460388,1174788.498,0,0,0.084859127,0.101703725,0,0,0,0,,,,,HRSAM Volume: Low-mid interpolated,,,0,0.043,,
395,1500,GH2 1000bar Pipeline Station (700bar),2020,547500,0.8,No,20,1.060965562,1787702.343,0,0,0.084859127,0.100546659,0,0,0,0,,,,,HRSAM Volume: Low-mid interpolated,,,0,0.043,,
396,2000,GH2 1000bar Pipeline Station (700bar),2020,730000,0.8,No,20,0.730813987,2425777.18,0,0,0.084859127,0.09870496,0,0,0,0,,,,,HRSAM Volume: Low-mid interpolated,,,0,0.043,,
397,3000,GH2 1000bar Pipeline Station (700bar),2020,1095000,0.8,No,20,1,3262427.44,0,0,0.084859127,0.101743396,0,0,0,0,,,,,HRSAM Volume: Low-mid interpolated,,,0,0.043,,
398,4000,GH2 1000bar Pipeline Station (700bar),2020,1460000,1,No,20,0.003995732,1500207.133,0,0,0.084859127,0.089905926,0,0,0,0,,,,,"HDRSAM, production volume low-mid interpolated",,,0,0.043,,
399,5600,GH2 1000bar Pipeline Station (700bar),2020,2044000,1,No,20,0.00532754,1502225.448,0,0,0.084859127,0.09072726,0,0,0,0,,,,,"HDRSAM, production volume low-mid interpolated",,,0,0.043,,
400,7600,GH2 1000bar Pipeline Station (700bar),2020,2774000,1,No,20,0.004376943,1504671.457,0,0,0.084859127,0.092077639,0,0,0,0,,,,,"HDRSAM, production volume low-mid interpolated",,,0,0.043,,
401,10500,GH2 1000bar Pipeline Station (700bar),2020,3832500,1,No,20,0.714742875,1506801.692,0,0,0.084859127,0.093585733,0,0,0,0,,,,,"HDRSAM, production volume low-mid interpolated",,,0,0.043,,
402,14490,GH2 1000bar Pipeline Station (700bar),2020,5288850,1,No,20,0.004132107,1896853.016,0,0,0.084859127,0.094783622,0,0,0,0,,,,,"HDRSAM, production volume low-mid interpolated",,,0,0.043,,
403,22000,GH2 1000bar Pipeline Station (700bar),2020,8030000,1,No,20,1,1900128.862,0,0,0.084859127,0.095534913,0,0,0,0,,,,,"HDRSAM, production volume low-mid interpolated",,,0,0.043,,
404,150,GH2 1000bar Pipeline Station (700bar),2025,54750,0.8,No,20,0.346278505,462276.692,0,0,0.084859127,0.111824707,0,0,0,0,,,,,HRSAM Volume: Mid,,,0,0.043,,
405,500,GH2 1000bar Pipeline Station (700bar),2025,182500,0.8,No,20,0.428157384,701396.6175,0,0,0.084859127,0.10726915,0,0,0,0,,,,,HRSAM Volume: Mid,,,0,0.043,,
406,1000,GH2 1000bar Pipeline Station (700bar),2025,365000,0.8,No,20,0.983033887,943738.9562,0,0,0.084859127,0.105350202,0,0,0,0,,,,,HRSAM Volume: Mid,,,0,0.043,,
